d,BD6,DF132,LD12,KD42
3231,5066,4644,5665,5020
3232,5060,4633,5658,5010
3233,5055,4620,5652,5001
3234,5051,4606,5644,4993
3235,5047,4593,5637,4987
3236,5040,4581,5629,4980
3237,5031,4570,5621,4974
3238,5021,4561,5613,4967
3239,5009,4554,5606,4959
3240,4997,4548,5599,4949
3241,4986,4543,5594,4940
3242,4977,4539,5588,4931
3243,4969,4533,5582,4923
3244,4961,4526,5575,4915
3245,4952,4518,5568,4909
3246,4944,4508,5559,4903
3247,4935,4498,5551,4897
3248,4928,4489,5543,4892
3249,4924,4480,5536,4888
3250,4920,4473,5528,4884
3251,4917,4467,5521,4879
3252,4912,4461,5514,4873
3253,4906,4455,5507,4865
3254,4897,4448,5499,4855
3255,4886,4440,5491,4844
3256,4875,4431,5483,4833
3257,4863,4422,5476,4821
3258,4850,4411,5469,4810
3259,4838,4401,5462,4799
3260,4827,4391,5455,4791
3261,4818,4381,5448,4784
3262,4810,4372,5441,4779
3263,4804,4365,5434,4775
3264,4798,4358,5428,4770
3265,4793,4352,5422,4765
3266,4788,4347,5416,4760
3267,4783,4342,5410,4752
3268,4777,4335,5403,4744
3269,4770,4327,5397,4736
3270,4762,4317,5390,4728
3271,4754,4307,5384,4720
3272,4745,4297,5377,4711
3273,4736,4288,5369,4703
3274,4727,4281,5362,4696
3275,4720,4276,5355,4689
3276,4713,4272,5348,4684
3277,4706,4268,5342,4679
3278,4698,4265,5335,4674
3279,4688,4260,5328,4667
3280,4676,4254,5318,4657
3281,4663,4246,5308,4646
3282,4650,4238,5298,4634
3283,4640,4230,5288,4623
3284,4633,4222,5280,4614
3285,4628,4216,5272,4606
3286,4625,4210,5265,4600
3287,4621,4204,5258,4593
3288,4616,4198,5250,4585
3289,4610,4190,5241,4577
3290,4602,4182,5232,4570
3291,4593,4173,5224,4562
3292,4584,4163,5218,4555
3293,4575,4154,5212,4549
3294,4564,4145,5206,4542
3295,4553,4136,5201,4535
3296,4542,4127,5195,4527
3297,4530,4118,5188,4520
3298,4520,4109,5182,4512
3299,4510,4100,5174,4505
